count,rank,word
"36747.4
",2224,status
"36725.2
",2225,opinions
"36699.1
",2226,indicate
"36654.0
",2227,poem
"36642.9
",2228,savage
"36635.0
",2229,arise
"36628.7
",2230,voyage
"36563.8
",2231,misery
"36562.2
",2232,guests
"36515.6
",2233,painted
"36513.2
",2234,attend
"36482.3
",2235,afford
"36471.3
",2236,donate
"36450.7
",2237,job
"36439.6
",2238,proceed
"36414.3
",2239,loves
"36382.6
",2240,forehead
"36381.9
",2241,regret
"36355.7
",2242,plainly
"36336.8
",2243,risk
"36312.2
",2244,ad
"36312.2
",2245,lighted
"36288.5
",2246,angel
"36285.3
",2247,rapid
"36267.9
",2248,distinct
"36256.1
",2249,doubtless
"36256.1
",2250,properly
"36238.7
",2251,wit
"36237.9
",2252,fame
"36221.3
",2253,singular
"36182.5
",2254,error
"36158.0
",2255,utmost
"36155.6
",2256,methods
"36155.6
",2257,reputation
"36123.2
",2258,appeal
"36120.8
",2259,she's
"36088.3
",2260,w
"36080.4
",2261,strongly
"36006.9
",2262,Margaret
"35996.6
",2263,lack
"35977.6
",2264,breaking
"35959.4
",2265,dawn
"35957.8
",2266,violence
"35917.5
",2267,fatal
"35896.1
",2268,render
"35881.1
",2269,career
"35854.2
",2270,design
"35848.6
",2271,displayed
"35843.1
",2272,gets
"35830.4
",2273,commercial
"35809.9
",2274,forgive
"35807.5
",2275,lights
"35805.1
",2276,agreeable
"35777.4
",2277,suggestion
"35777.4
",2278,utter
"35725.2
",2279,sheep
"35703.9
",2280,resolution
"35671.4
",2281,spare
"35631.9
",2282,patience
"35618.4
",2283,domestic
"35542.5
",2284,concluded
"35536.9
",2285,'tis
"35520.3
",2286,farm
"35509.2
",2287,reference
"35506.1
",2288,Chinese
"35494.2
",2289,exist
"35491.8
",2290,corn
"35449.1
",2291,approaching
"35448.3
",2292,alike
"35384.2
",2293,mounted
"35352.6
",2294,Jane
"35310.7
",2295,issue
"35281.4
",2296,key
"35281.4
",2297,providing
"35276.6
",2298,majority
"35270.3
",2299,measures
"35240.2
",2300,towns
"35233.1
",2301,flame
"35180.9
",2302,Boston
"35177.7
",2303,dared
"35152.4
",2304,ignorance
"35122.4
",2305,reduced
"35100.2
",2306,occasionally
"35094.7
",2307,y
"35090.7
",2308,weakness
"35089.1
",2309,furnished
"35058.3
",2310,china
"35025.1
",2311,priests
"34986.3
",2312,flying
"34966.5
",2313,cloth
"34953.9
",2314,gazed
"34932.5
",2315,profit
"34923.8
",2316,fourth
"34920.6
",2317,bell
"34911.1
",2318,hitherto
"34854.2
",2319,benefit
"34847.1
",2320,movements
"34842.3
",2321,eagerly
"34841.5
",2322,acted
"34841.5
",2323,urged
"34791.7
",2324,ascii
"34790.9
",2325,disposed
"34761.6
",2326,electronically
"34748.2
",2327,atmosphere
"34699.9
",2328,chapter
"34626.3
",2329,begged
"34619.2
",2330,Helen
"34616.8
",2331,hole
"34593.1
",2332,invited
"34548.8
",2333,borne
"34546.4
",2334,departed
"34522.7
",2335,catholic
"34514.0
",2336,files
"34512.4
",2337,reasonable
"34501.3
",2338,sugar
"34483.9
",2339,replacement
"34454.7
",2340,sigh
"34419.1
",2341,humanity
"34395.3
",2342,thrust
"34362.9
",2343,frame
"34350.2
",2344,opposition
"34347.1
",2345,disk
"34328.9
",2346,haste
"34328.1
",2347,lonely
"34290.1
",2348,artist
"34282.2
",2349,knight
"34277.4
",2350,quarters
"34223.6
",2351,charm
"34163.5
",2352,substance
"34154.0
",2353,rolled
"34145.3
",2354,email
"34144.5
",2355,flung
"34143.7
",2356,celebrated
"34136.6
",2357,division
"34114.5
",2358,slavery
"34107.3
",2359,verse
"34067.8
",2360,decision
"34063.8
",2361,probable
"34042.5
",2362,painful
"34023.5
",2363,governor
"33999.7
",2364,forever
"33988.7
",2365,turns
"33961.0
",2366,branch
"33958.6
",2367,ocean
"33947.5
",2368,rear
"33937.2
",2369,leader
"33915.1
",2370,delightful
"33876.3
",2371,stared
"33808.3
",2372,boats
"33788.5
",2373,keen
"33779.8
",2374,disposition
"33722.1
",2375,senses
"33700.7
",2376,occasions
"33692.8
",2377,readable
"33687.3
",2378,beloved
"33684.1
",2379,inches
"33679.3
",2380,bones
"33648.5
",2381,enthusiasm
"33589.9
",2382,materials
"33588.4
",2383,luck
"33575.7
",2384,derived
"33479.2
",2385,managed
"33464.9
",2386,community
"33464.2
",2387,apparent
"33454.7
",2388,preserved
"33434.9
",2389,magnificent
"33396.1
",2390,hurry
"33393.7
",2391,scheme
"33392.2
",2392,oil
"33382.7
",2393,thence
"33374.8
",2394,reaching
"33362.1
",2395,dim
"33290.1
",2396,wretched
"33275.9
",2397,hanging
"33218.1
",2398,pipe
"33215.7
",2399,useless
"33203.1
",2400,nevertheless
"33203.1
",2401,print
"33167.5
",2402,smooth
"33148.5
",2403,solid
"33135.0
",2404,pursued
"33108.1
",2405,necessarily
"33084.4
",2406,build
"33080.5
",2407,attempted
"33059.9
",2408,centuries
"33059.9
",2409,eggs
"33033.8
",2410,equivalent
"33032.2
",2411,hastily
"33008.5
",2412,burned
"33008.5
",2413,you'd
"33000.5
",2414,recent
"32957.0
",2415,oh
"32951.5
",2416,travel
"32925.4
",2417,cries
"32919.9
",2418,noon
"32901.7
",2419,crying
"32858.9
",2420,generations
"32835.2
",2421,located
"32809.1
",2422,cabin
"32782.2
",2423,announcement
"32752.9
",2424,Britain
"32731.6
",2425,compared
"32720.5
",2426,handed
"32714.2
",2427,cease
"32668.3
",2428,smaller
"32666.7
",2429,circumstance
"32665.1
",2430,tent
"32616.8
",2431,frequent
"32602.6
",2432,alarm
"32602.6
",2433,nervous
"32586.8
",2434,beast
"32580.5
",2435,what's
"32565.4
",2436,aloud
"32519.5
",2437,independent
"32509.3
",2438,gates
"32502.9
",2439,distinction
"32487.9
",2440,essential
"32472.9
",2441,observation
"32455.5
",2442,stronger
"32450.7
",2443,recovered
"32404.8
",2444,belonging
"32402.4
",2445,loving
"32388.2
",2446,masters
"32341.5
",2447,writers
"32326.5
",2448,cf.
"32324.9
",2449,permanent
"32284.6
",2450,mortal
"32284.6
",2451,stern
"32278.2
",2452,gratitude
"32248.2
",2453,preserve
"32242.6
",2454,burden
"32240.3
",2455,aspect
"32199.1
",2456,millions
"32182.5
",2457,merry
"32177.8
",2458,knife
"32133.5
",2459,dread
"32114.5
",2460,clever
"32052.0
",2461,applicable
"32050.4
",2462,district
"32038.5
",2463,shadows
"32031.4
",2464,Jim
"32029.8
",2465,silk
"32022.7
",2466,failure
"32009.3
",2467,links
"31995.0
",2468,cent
"31990.3
",2469,sentiment
"31980.0
",2470,amid
"31968.9
",2471,profits
"31949.1
",2472,agent
"31934.9
",2473,finds
"31928.6
",2474,Russia
"31920.6
",2475,bade
"31857.4
",2476,Russian
"31847.9
",2477,desperate
"31834.4
",2478,union
"31804.4
",2479,imagined
"31802.0
",2480,contempt
"31786.2
",2481,raising
"31775.1
",2482,lords
"31770.3
",2483,hell
"31752.1
",2484,separated
"31743.4
",2485,grant
"31736.3
",2486,seriously
"31726.8
",2487,tribes
"31725.2
",2488,hit
"31700.7
",2489,enormous
"31696.0
",2490,defective
"31688.8
",2491,conviction
"31688.8
",2492,secured
"31679.4
",2493,mixed
"31661.2
",2494,insisted
"31632.7
",2495,wooden
"31621.6
",2496,prefer
"31606.6
",2497,prayers
"31586.8
",2498,fever
"31568.6
",2499,selected
"31553.6
",2500,daughters
"31550.4
",2501,treat
"31522.7
",2502,warning
"31518.0
",2503,flew
"31489.5
",2504,speaks
"31472.9
",2505,developed
"31472.9
",2506,impulse
"31472.1
",2507,slipped
"31465.0
",2508,ours
"31408.8
",2509,Johnson
"31390.6
",2510,mistaken
"31382.7
",2511,damages
"31356.6
",2512,ambition
"31351.8
",2513,resumed
"31347.9
",2514,christmas
"31347.1
",2515,yield
"31343.1
",2516,ideal
"31335.2
",2517,schools
"31324.1
",2518,confirmed
"31322.5
",2519,descended
"31290.9
",2520,rush
"31268.0
",2521,falls
"31254.5
",2522,deny
"31233.2
",2523,calculated
"31211.8
",2524,correct
"31210.2
",2525,perform
"31207.0
",2526,hadn't
"31184.9
",2527,somehow
"31181.7
",2528,accordingly
"31165.9
",2529,stayed
"31144.5
",2530,acquired
"31135.1
",2531,counsel
"31131.9
",2532,distress
"31105.0
",2533,sins
"31102.6
",2534,notion
"31093.9
",2535,discussion
"31085.2
",2536,constitution
"31055.9
",2537,Anne
"31006.1
",2538,hundreds
"31001.3
",2539,instrument
"30976.0
",2540,firmly
"30971.3
",2541,actions
"30965.7
",2542,steady
"30933.3
",2543,remarks
"30925.4
",2544,empire
"30909.6
",2545,elements
"30891.4
",2546,idle
"30885.8
",2547,pen
"30872.4
",2548,entering
"30872.4
",2549,online
"30843.1
",2550,Africa
"30835.2
",2551,permit
"30812.3
",2552,th'
"30803.6
",2553,tide
"30800.4
",2554,vol
"30798.8
",2555,leaned
"30750.6
",2556,college
"30737.9
",2557,maintain
"30706.3
",2558,sovereign
"30699.9
",2559,tail
"30695.2
",2560,generation
"30692.8
",2561,crowded
"30679.4
",2562,fears
"30650.9
",2563,nights
"30643.8
",2564,limitation
"30625.6
",2565,tied
"30622.4
",2566,horrible
"30600.2
",2567,cat
"30545.7
",2568,displaying
"30537.7
",2569,port
"30525.9
",2570,male
"30487.9
",2571,experienced
"30485.5
",2572,opposed
"30483.2
",2573,treaty
"30481.6
",2574,contents
"30450.7
",2575,rested
"30448.3
",2576,mode
"30431.7
",2577,poured
"30400.1
",2578,les
"30399.3
",2579,occur
"30389.0
",2580,seeking
"30323.3
",2581,practically
"30312.3
",2582,abandoned
"30295.7
",2583,reports
"30294.1
",2584,eleven
"30292.5
",2585,sank
"30288.5
",2586,begins
"30249.0
",2587,founded
"30244.2
",2588,brings
"30238.7
",2589,trace
"30233.9
",2590,instinct
"30227.6
",2591,collected
"30202.3
",2592,Scotland
"30186.5
",2593,characteristic
"30184.1
",2594,chose
"30177.0
",2595,cheerful
"30165.9
",2596,tribe
"30125.6
",2597,costs
"30120.8
",2598,threatened
"30110.5
",2599,arrangement
"30106.6
",2600,western
"30102.6
",2601,sang
"30093.1
",2602,beings
"30027.5
",2603,Sam
"30019.6
",2604,pressure
"30010.8
",2605,politics
"29999.8
",2606,sorts
"29992.7
",2607,shelter
"29987.1
",2608,rude
"29984.0
",2609,scientific
"29965.0
",2610,revealed
"29930.9
",2611,winds
"29915.1
",2612,riding
"29905.6
",2613,scenes
"29900.9
",2614,shake
"29891.4
",2615,industry
"29884.3
",2616,claims
"29884.3
",2617,pp.
"29862.9
",2618,merit
"29855.0
",2619,profession
"29830.5
",2620,lamp
"29817.0
",2621,interview
"29813.1
",2622,territory
"29806.7
",2623,sleeping
"29802.8
",2624,sex
"29791.7
",2625,coffee
"29791.7
",2626,devotion
"29758.5
",2627,thereof
"29755.3
",2628,creation
"29747.4
",2629,trail
"29746.6
",2630,Romans
"29741.9
",2631,supported
"29704.7
",2632,requires
"29703.9
",2633,fathers
"29680.9
",2634,prospect
"29679.4
",2635,obey
"29667.5
",2636,Alexander
"29662.0
",2637,shone
"29642.2
",2638,operation
"29598.7
",2639,northern
"29567.8
",2640,nurse
"29544.1
",2641,profound
"29534.6
",2642,hungry
"29470.5
",2643,Scott
"29453.1
",2644,sisters
"29451.5
",2645,assure
"29445.2
",2646,exceedingly
"29445.2
",2647,match
"29406.4
",2648,wrath
"29405.6
",2649,continually
"29404.0
",2650,rest.
"29381.1
",2651,gifts
"29369.2
",2652,folly
"29362.9
",2653,chain
"29359.0
",2654,uniform
"29346.3
",2655,debt
"29345.5
",2656,teaching
"29333.6
",2657,venture
"29331.3
",2658,execution
"29324.1
",2659,shoes
"29319.4
",2660,mood
"29317.0
",2661,crew
"29302.0
",2662,perceive
"29288.5
",2663,accounts
"29284.6
",2664,eating
"29272.7
",2665,multitude
"29260.1
",2666,declare
"29253.7
",2667,yard
"29218.1
",2668,o'er
"29188.1
",2669,astonishment
"29178.6
",2670,version
"29158.0
",2671,vague
"29121.6
",2672,odd
"29103.4
",2673,grateful
"29094.7
",2674,nearest
"29093.9
",2675,infinite
"29086.0
",2676,elsewhere
"29053.6
",2677,copying
"29045.7
",2678,apartment
"29037.0
",2679,activity
"29022.7
",2680,wives
"29014.0
",2681,parted
"29002.2
",2682,security
"28977.6
",2683,cared
"28974.5
",2684,sensible
"28972.1
",2685,owing
"28942.0
",2686,Martin
"28923.8
",2687,Saturday
"28919.1
",2688,cottage
"28880.3
",2689,Jews
"28852.6
",2690,leaning
"28840.8
",2691,capacity
"28833.6
",2692,joe
"28821.0
",2693,settle
"28805.2
",2694,referred
"28802.8
",2695,Francis
"28802.0
",2696,holder
"28795.7
",2697,involved
"28794.1
",2698,sunshine
"28790.1
",2699,Dutch
"28741.1
",2700,council
"28733.2
",2701,princes
"28730.0
",2702,ate
"28722.1
",2703,examination
"28720.5
",2704,steel
"28717.3
",2705,strangers
"28689.7
",2706,beheld
"28684.1
",2707,test
"28678.6
",2708,noted
"28678.6
",2709,slightest
"28660.4
",2710,widow
"28623.2
",2711,charity
"28608.2
",2712,realized
"28584.4
",2713,element
"28565.4
",2714,shed
"28560.7
",2715,errors
"28547.2
",2716,communication
"28544.9
",2717,reflection
"28530.6
",2718,attacked
"28527.5
",2719,organization
"28505.3
",2720,maintained
"28491.1
",2721,restored
"28478.4
",2722,folks
"28468.1
",2723,concealed
"28450.7
",2724,accordance
"28450.7
",2725,heavens
"28433.3
",2726,star
"28407.2
",2727,examined
"28369.2
",2728,deeds
"28357.4
",2729,wordforms
"28352.6
",2730,somebody
"28345.5
",2731,incident
"28324.1
",2732,oath
"28321.0
",2733,guest
"28297.3
",2734,bar
"28295.7
",2735,row
"28267.2
",2736,poverty
"28240.3
",2737,bottle
"28237.9
",2738,prevented
"28226.8
",2739,bless
"28214.2
",2740,stir
"28207.1
",2741,intense
"28162.0
",2742,completed
"28149.3
",2743,quarrel
"28146.9
",2744,touching
"28146.1
",2745,inner
"28136.7
",2746,available
"28136.7
",2747,fix
"28131.9
",2748,resistance
"28120.8
",2749,unusual
"28114.5
",2750,deed
"28109.8
",2751,derive
"28106.6
",2752,hollow
"28105.8
",2753,suspected
"28103.4
",2754,contains
"28101.8
",2755,sighed
"28082.9
",2756,province
"28082.1
",2757,deserted
"28072.6
",2758,establishment
"28063.9
",2759,vote
"28043.3
",2760,muttered
"28028.3
",2761,thither
"28020.4
",2762,oxford
"28018.8
",2763,cavalry
"28017.2
",2764,lofty
"27969.7
",2765,endure
"27952.3
",2766,succeed
"27931.0
",2767,leg
"27910.4
",2768,bid
"27885.9
",2769,Alice
"27883.5
",2770,hated
"27878.7
",2771,civilization
"27877.2
",2772,u.s.
"27874.0
",2773,acting
"27866.9
",2774,landed
"27862.1
",2775,Christians
"27855.0
",2776,passions
"27851.1
",2777,interior
"27839.2
",2778,scarce
"27830.5
",2779,lightly
"27825.7
",2780,disturbed
"27825.0
",2781,rev
"27819.4
",2782,supreme
"27813.9
",2783,hang
"27812.3
",2784,notwithstanding
"27777.5
",2785,shock
"27775.9
",2786,exception
"27766.4
",2787,offering
"27765.6
",2788,display
"27765.6
",2789,strain
"27750.6
",2790,drank
"27737.9
",2791,confined
"27727.6
",2792,o
"27713.4
",2793,exhausted
"27693.6
",2794,poets
"27690.5
",2795,sounded
"27679.4
",2796,aim
"27665.9
",2797,critical
"27662.0
",2798,Jerusalem
"27660.4
",2799,directions
"27637.4
",2800,negro
"27624.0
",2801,fearful
"27611.3
",2802,standard
"27586.0
",2803,studied
"27579.7
",2804,bag
"27563.9
",2805,n
"27546.5
",2806,buildings
"27544.1
",2807,consequences
"27534.6
",2808,commenced
"27506.1
",2809,deeper
"27504.5
",2810,repeat
"27495.8
",2811,driving
"27484.8
",2812,beasts
"27484.0
",2813,track
"27457.1
",2814,rid
"27452.3
",2815,holds
"27445.2
",2816,residence
"27404.1
",2817,steadily
"27403.3
",2818,intimate
"27385.1
",2819,drinking
"27380.3
",2820,swear
"27351.1
",2821,treasure
"27345.5
",2822,fun
"27340.0
",2823,throwing
"27321.0
",2824,apt
"27321.0
",2825,enterprise
"27302.0
",2826,queer
"27296.5
",2827,seed
"27285.4
",2828,tower
"27276.7
",2829,runs
"27261.7
",2830,defend
"27258.5
",2831,favourite
"27249.0
",2832,desires
"27238.7
",2833,heavily
"27230.0
",2834,assembled
"27221.3
",2835,existed
"27216.6
",2836,depends
"27210.2
",2837,poems
"27208.7
",2838,hesitated
"27203.9
",2839,stuff
"27202.3
",2840,section
"27201.5
",2841,settlement
"27199.2
",2842,staring
"27191.2
",2843,sole
"27188.9
",2844,roads
"27174.6
",2845,plate
"27162.8
",2846,Mexico
"27160.4
",2847,overcome
"27159.6
",2848,pains
"27141.4
",2849,performing
"27132.7
",2850,dwell
"27110.5
",2851,grounds
"27100.3
",2852,taxes
"27081.3
",2853,marble
"27076.5
",2854,recently
"27064.7
",2855,tones
"27037.8
",2856,ability
"27037.8
",2857,awake
"27037.8
",2858,Walter
"27034.6
",2859,wave
"27018.0
",2860,shaking
"26996.6
",2861,folk
"26961.0
",2862,possibility
"26960.2
",2863,butter
"26960.2
",2864,fury
"26915.9
",2865,marched
"26908.8
",2866,Moses
"26901.7
",2867,writes
"26897.7
",2868,issued
"26858.2
",2869,sailed
"26838.4
",2870,instructions
"26834.4
",2871,hatred
"26832.9
",2872,pursuit
"26815.5
",2873,pull
"26789.3
",2874,furniture
"26788.6
",2875,additions
"26783.0
",2876,hid
"26781.4
",2877,rope
"26770.4
",2878,vi
"26767.2
",2879,adventure
"26757.7
",2880,royalty
"26753.7
",2881,vanished
"26748.2
",2882,arts
"26727.6
",2883,elder
"26715.8
",2884,signal
"26696.0
",2885,wanting
"26694.4
",2886,supplied
"26689.7
",2887,feast
"26650.1
",2888,safely
"26627.2
",2889,burn
"26605.8
",2890,describe
"26602.6
",2891,references
"26592.4
",2892,lesson
"26582.9
",2893,annual
"26574.2
",2894,card
"26556.0
",2895,passes
"26542.5
",2896,application
"26535.4
",2897,intelligent
"26518.8
",2898,county
"26513.2
",2899,beaten
"26511.7
",2900,presents
"26507.7
",2901,format
"26504.5
",2902,flow
"26488.7
",2903,sixty
"26480.8
",2904,scale
"26479.2
",2905,damage
"26478.4
",2906,marks
"26468.9
",2907,obtaining
"26447.6
",2908,moreover
"26403.3
",2909,commerce
"26381.1
",2910,startled
"26375.6
",2911,southern
"26362.1
",2912,consequently
"26352.6
",2913,outer
"26350.3
",2914,belongs
"26346.3
",2915,ben
"26343.9
",2916,wrought
"26342.4
",2917,average
"26341.6
",2918,naked
"26318.6
",2919,conducted
"26306.8
",2920,rivers
"26299.6
",2921,songs
"26283.8
",2922,obvious
"26269.6
",2923,foundation
"26239.5
",2924,concern
"26230.0
",2925,ceremony
"26210.2
",2926,magic
"26203.9
",2927,campaign
"26202.3
",2928,hunting
"26199.2
",2929,Carolina
"26184.1
",2930,liberal
"26184.1
",2931,whisper
"26177.0
",2932,largely
"26158.8
",2933,commonly
"26151.7
",2934,torn
"26145.4
",2935,exists
"26143.0
",2936,contributions
"26139.8
",2937,hunt
"26128.8
",2938,teacher
"26112.9
",2939,Christianity
"26093.2
",2940,lawyer
"26091.6
",2941,operations
"26089.2
",2942,detail
"26070.2
",2943,shortly
"26043.3
",2944,Caesar
"26040.9
",2945,wondering
"26037.0
",2946,leaders
"26023.5
",2947,blessing
"26022.7
",2948,princess
"26014.8
",2949,he'd
"26013.2
",2950,altar
"26013.2
",2951,tenderness
"25980.0
",2952,tiny
"25971.3
",2953,web
"25968.9
",2954,cardinal
"25962.6
",2955,sharply
"25926.2
",2956,regiment
"25915.1
",2957,chest
"25914.4
",2958,distinctly
"25912.0
",2959,purple
"25910.4
",2960,creating
"25905.7
",2961,gather
"25902.5
",2962,depth
"25876.4
",2963,indignation
"25870.8
",2964,performance
"25863.7
",2965,election
"25843.9
",2966,prosperity
"25825.7
",2967,gloomy
"25822.6
",2968,conception
"25785.4
",2969,clerk
"25779.1
",2970,decide
"25774.3
",2971,drunk
"25770.4
",2972,victim
"25768.8
",2973,reflected
"25765.6
",2974,pour
"25764.0
",2975,preceding
"25759.3
",2976,individuals
"25737.9
",2977,gazing
"25718.9
",2978,absurd
"25715.0
",2979,lift
"25714.2
",2980,gesture
"25710.2
",2981,armies
"25667.5
",2982,limbs
"25667.5
",2983,manage
"25642.2
",2984,brethren
"25616.1
",2985,Hugh
"25582.1
",2986,plays
"25580.5
",2987,hastened
"25533.0
",2988,dragged
"25512.5
",2989,motive
"25421.5
",2990,whatsoever
"25416.7
",2991,pointing
"25411.2
",2992,verses
"25410.4
",2993,pronounced
"25408.0
",2994,exchange
"25393.8
",2995,definite
"25366.9
",2996,emperor
"25363.7
",2997,tendency
"25339.2
",2998,remote
"25337.6
",2999,finish
"25313.9
",3000,flag
"25307.6
",3001,boots
"25290.1
",3002,enabled
"25289.4
",3003,administration
"25283.8
",3004,denied
"25279.1
",3005,churches
"25251.4
",3006,rarely
"25212.6
",3007,earnestly
"25210.2
",3008,considering
"25203.9
",3009,previously
"25169.9
",3010,ugly
"25165.9
",3011,bears
"25156.4
",3012,signed
"25153.3
",3013,genuine
"25150.1
",3014,harmless
"25120.1
",3015,mingled
"25107.4
",3016,obedience
"25103.4
",3017,walks
"25071.0
",3018,training
"25045.7
",3019,badly
"25028.3
",3020,feed
"25010.1
",3021,central
"25009.3
",3022,contrast
"24995.8
",3023,relieved
"24988.7
",3024,romance
"24987.9
",3025,Mississippi
"24976.1
",3026,structure
"24963.4
",3027,payment
"24960.2
",3028,pace
"24957.9
",3029,passages
"24955.5
",3030,succession
"24952.3
",3031,persuaded
"24952.3
",3032,sources
"24950.0
",3033,inquiry
"24932.6
",3034,inspired
"24925.4
",3035,angels
"24922.3
",3036,roll
"24907.2
",3037,wilt
"24887.5
",3038,inch
"24878.8
",3039,troubles
"24870.1
",3040,perfection
"24850.3
",3041,Lee
"24845.5
",3042,wherever
"24817.8
",3043,owe
"24805.2
",3044,handle
"24802.8
",3045,advantages
"24790.2
",3046,trip
"24775.9
",3047,shoot
"24755.3
",3048,fortunate
"24752.2
",3049,newspaper
"24726.1
",3050,employment
"24721.3
",3051,fitted
"24717.4
",3052,refuge
"24711.0
",3053,misfortune
"24702.3
",3054,providence
"24692.8
",3055,owns
"24671.5
",3056,cutting
"24658.8
",3057,beard
"24654.1
",3058,stirred
"24653.3
",3059,tear
"24639.8
",3060,Dan
"24634.3
",3061,resist
"24620.1
",3062,Bob
"24612.9
",3063,depths
"24599.5
",3064,maiden
"24596.3
",3065,determine
"24594.0
",3066,commission
"24578.9
",3067,merchant
"24576.5
",3068,whereas
"24575.0
",3069,crossing
"24561.5
",3070,independence
"24553.6
",3071,lively
"24552.0
",3072,breeze
"24533.8
",3073,provinces
"24520.4
",3074,Jean
"24516.4
",3075,virtues
"24510.1
",3076,conceived
"24507.7
",3077,relative
"24481.6
",3078,solitary
"24476.1
",3079,smell
"24466.6
",3080,wandering
"24465.0
",3081,thereby
"24454.7
",3082,eighteen
"24438.1
",3083,locked
"24386.7
",3084,provision
"24372.4
",3085,courts
"24366.9
",3086,eaten
"24366.9
",3087,historical
"24365.3
",3088,regarding
"24349.5
",3089,Florence
"24349.5
",3090,preferred
"24343.2
",3091,pick
"24340.0
",3092,ruined
"24337.6
",3093,wherein
"24324.2
",3094,vanity
"24297.3
",3095,condemned
"24296.5
",3096,deliver
"24270.4
",3097,unexpected
"24263.3
",3098,desk
"24261.7
",3099,gross
"24259.3
",3100,lane
"24249.0
",3101,happens
"24244.3
",3102,represent
"24241.9
",3103,Billy
"24241.9
",3104,root
"24220.5
",3105,Holland
"24215.0
",3106,mud
"24197.6
",3107,respectable
"24196.8
",3108,cleared
"24189.7
",3109,feels
"24181.8
",3110,fruits
"24178.6
",3111,testimony
"24177.8
",3112,Milton
"24176.2
",3113,existing
"24170.7
",3114,bride
"24165.2
",3115,rang
"24146.2
",3116,ranks
"24110.6
",3117,responsibility
"24105.8
",3118,beating
"24102.7
",3119,disappointed
"24099.5
",3120,suitable
"24080.5
",3121,depend
"24065.5
",3122,judges
"24050.4
",3123,giant
"24039.4
",3124,grasp
"24036.2
",3125,arrive
"24033.8
",3126,simplicity
"24030.7
",3127,autumn
"24029.9
",3128,absent
"24015.6
",3129,legally
"24014.0
",3130,veil
"23980.8
",3131,gloom
"23956.3
",3132,doubtful
"23953.1
",3133,suspect
"23950.8
",3134,weapons
"23919.9
",3135,limits
"23918.3
",3136,determination
"23902.5
",3137,feeble
"23900.1
",3138,prophet
"23892.2
",3139,Shak
"23868.5
",3140,gathering
"23866.1
",3141,basis
"23826.5
",3142,examine
"23785.4
",3143,corrupt
"23779.9
",3144,payments
"23775.1
",3145,returns
"23756.9
",3146,laying
"23749.0
",3147,prize
"23733.2
",3148,instances
"23730.8
",3149,Greeks
"23730.0
",3150,d
"23719.0
",3151,they're
"23711.0
",3152,theatre
"23704.7
",3153,purchase
"23702.3
",3154,comparison
"23694.4
",3155,composition
"23688.9
",3156,rival
"23680.2
",3157,someone
"23669.1
",3158,realize
"23665.2
",3159,defeat
"23635.9
",3160,demands
"23628.8
",3161,foe
"23620.1
",3162,shared
"23616.9
",3163,consists
"23614.5
",3164,studies
"23609.8
",3165,balance
"23609.0
",3166,intercourse
"23605.0
",3167,ID
"23571.0
",3168,forming
"23570.2
",3169,slender
"23561.5
",3170,coach
"23556.8
",3171,criminal
"23553.6
",3172,knocked
"23553.6
",3173,silly
"23550.4
",3174,humour
"23542.5
",3175,masses
"23541.0
",3176,indifferent
"23534.6
",3177,recall
"23529.1
",3178,occupation
"23524.3
",3179,discourse
"23523.5
",3180,keeps
"23516.4
",3181,regions
"23510.9
",3182,intervals
"23508.5
",3183,assist
"23506.1
",3184,novel
"23493.5
",3185,intellect
"23492.7
",3186,leads
"23489.5
",3187,hither
"23483.2
",3188,tales
"23476.9
",3189,sale
"23465.8
",3190,revenge
"23459.5
",3191,Lucy
"23446.8
",3192,yonder
"23435.7
",3193,resources
"23421.5
",3194,jealous
"23376.4
",3195,we're
"23376.4
",3196,wheel
"23368.5
",3197,invitation
"23365.3
",3198,narrative
"23364.5
",3199,risen
"23335.3
",3200,burnt
"23335.3
",3201,sentiments
"23327.3
",3202,inferior
"23320.2
",3203,amusement
"23309.9
",3204,Marie
"23304.4
",3205,flash
"23302.8
",3206,recognize
"23299.7
",3207,swiftly
"23294.9
",3208,portrait
"23259.3
",3209,create
"23245.9
",3210,summoned
"23241.1
",3211,suggest
"23229.2
",3212,induced
"23227.7
",3213,conflict
"23220.5
",3214,fed
"23215.8
",3215,curse
"23215.8
",3216,disappointment
"23213.4
",3217,helpless
"23208.7
",3218,preparing
"23205.5
",3219,construction
"23183.4
",3220,Lincoln
"23168.3
",3221,zeal
"23160.4
",3222,responsible
"23152.5
",3223,indicated
"23150.1
",3224,groups
"23135.1
",3225,positive
"23128.8
",3226,Germans
"23124.0
",3227,attracted
"23121.6
",3228,vengeance
"23113.7
",3229,fort
"23099.5
",3230,club
"23094.0
",3231,cure
"23094.0
",3232,stout
"23090.0
",3233,missed
"23082.1
",3234,gracious
"23071.0
",3235,include
"23042.5
",3236,flood
"23040.2
",3237,satisfy
"23033.0
",3238,agony
"23020.4
",3239,respects
"23020.4
",3240,ventured
"23018.8
",3241,implied
"23010.1
",3242,Maria
"22992.7
",3243,stupid
"22991.9
",3244,seas
"22987.9
",3245,Spaniards
"22985.6
",3246,grain
"22982.4
",3247,enjoyment
"22981.6
",3248,wearing
"22936.5
",3249,indifference
"22933.4
",3250,conceal
"22922.3
",3251,horizon
"22903.3
",3252,pleasures
"22901.7
",3253,therein
"22900.1
",3254,precisely
"22872.4
",3255,Canada
"22868.5
",3256,day's
"22844.8
",3257,assume
